gng,maiden_artoria patch,gngmaiden (Ghosts'n Goblins - Maiden Artoria Edition World? 1),knight_artoria patch,gngknight  (Ghosts'n Goblins - Knight Artoria Edition World? 1)
mj17.4n,gng13maiden.bps,mj17maiden.4n,gng13knight.bps,mj17knight.4n
mj16.3n,gg16maiden.bps,mj16maiden.3n,gg16knight.bps,mj16knight.3n
mj15.1n,gg15maiden.bps,mj15maiden.1n,gg15knight.bps,mj15knight.1n
mj14.4l,gng16maiden.bps,mj14maiden.4l,gng16knight.bps,mj14knight.4l
mj13.3l,gg13maiden.bps,mj13maiden.3l,gg13knight.bps,mj13knight.3l
mj12.1l,gg12maiden.bps,mj12maiden.1l,gg12knight.bps,mj12knight.1l
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
makaimurcenh,maiden_artoria patch,makmaidencenh (Makaimura - Maiden Artoria Edition Enhanced (Japan revision C)) [source: makaimurc],knight_artoria patch,makknightcenh (Makaimura - Knight Artoria Edition Enhanced (Japan revision C)) [source: makaimurc]
mj04c.bin,mj04cmaiden.bps,mj04cmaiden.bin,mj04cknight.bps,mj04cknight.bin
mj03c.bin,mj03cmaidenenh.bps,mj03cmaidenenh.bin,mj03cknightenh.bps,mj03cknightenh.bin
mj05c.bin,mj05cmaidenenh.bps,mj05cmaidenenh.bin,mj05cknightenh.bps,mj05cknightenh.bin
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gng13.n4,gng13maiden.bps,gng13maiden.n4,gng13knight.bps,gng13knight.n4
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gng16.l4,gng16maiden.bps,gng16maiden.l4,gng16knight.bps,gng16knight.l4
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
makaimurgenh,maiden_artoria patch,makmaidengenh (Makaimura - Maiden Artoria Edition Enhanced (Japan revision G)) [source: makaimurg],knight_artoria patch,makknightgenh (Makaimura - Knight Artoria Edition Enhanced (Japan revision G)) [source: makaimurg]
mj04g.bin,mj04gmaiden.bps,mj04gmaiden.bin,mj04gknight.bps,mj04gknight.bin
mj03g.bin,mj03gmaidenenh.bps,mj03gmaidenenh.bin,mj03gknightenh.bps,mj03gknightenh.bin
mj05g.bin,mj05gmaidenenh.bps,mj05gmaidenenh.bin,mj05gknightenh.bps,mj05gknightenh.bin
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gng13.n4,gng13maiden.bps,gng13maiden.n4,gng13knight.bps,gng13knight.n4
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gng16.l4,gng16maiden.bps,gng16maiden.l4,gng16knight.bps,gng16knight.l4
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
